rxcui,drug_name,eis_score,eis_rank,eis_percentile,eis_tier,ehi_v6_score,eii_score,ehi_v6_validation_score,portfolio_value_score,strategic_opportunity_score,deployment_readiness_score,eis_framework_version,eis_weighting_method
545688,Canal Plus,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545696,Denticare,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545700,Oro Clense,75.2865,8889,70.493163,Operationally Relevant,61.7676,78.2803,92.53,67.9838,78.8454,83.1295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545710,Eprident,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545714,Gingi-Aid,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545721,FS Hemostatic,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545787,Antatens,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545791,Dovaril,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545795,Restall,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545826,Welltuss HC,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545856,Genecof HC,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545872,Levacet,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545880,Anabar,82.9142,5706,81.058343,Operationally Relevant,74.5376,84.7113,92.53,78.8688,85.1669,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545890,Ed Flex,82.9142,5706,81.058343,Operationally Relevant,74.5376,84.7113,92.53,78.8688,85.1669,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545942,Z Tuss,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545998,Brovex HC,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546128,Gencofed Expectorant,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546139,Sudatuss 2 DF,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546143,C Tussin,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546237,Coldcough XP,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546241,GeneCof XP,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546269,Welltuss Exp,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546327,Cordron HC,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546343,Protex D,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546352,Tyrodone Expectorant,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546367,Aprodine with Codeine,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546378,Lobac,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546382,Quala Cet,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546388,Dolgic LQ,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546394,Durabac,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546427,Lapase,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546431,Palipase,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546435,Panocaps,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546439,Dygase,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546443,Paltrase,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546462,Decavac,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
546607,Gastrinex,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
547219,Pricortin,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
547223,Albafort,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
577300,rasagiline mesylate,90.1011,2120,92.967609,Enterprise High,84.8256,91.8727,92.53,88.8128,91.3465,95.9045,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
577312,"mineral oil, light",90.6573,1969,93.468738,Enterprise High,85.9295,92.1038,92.53,88.5648,92.9183,96.9295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
577631,Niravam,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
578033,galsulfase,88.619,2563,91.497411,Enterprise High,84.6158,88.7347,92.53,85.5079,90.7771,94.9795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
578241,XPECT-AT,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
578285,tocotrienols,56.8487,12169,59.599429,Foundational,67.8301,38.0865,92.53,53.465,41.286,43.417,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
578315,Hoodia gordonii extract,41.9217,15861,46.437342,Foundational,47.3891,22.6877,92.53,34.4945,25.4921,27.9965,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
578350,"hyaluronidase, bovine",91.3937,1761,94.159034,Enterprise High,86.6432,93.393,92.53,90.5216,92.9894,96.2795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
