rxcui,drug_name,utilization_raw,utilization_score,utilization_percentile,spend_raw,spend_score,spend_percentile,disease_burden_raw,disease_burden_score,disease_burden_percentile,population_impact_raw,population_impact_score,population_impact_percentile,risk_raw,risk_score,risk_percentile,ehi_score,ehi_rank,ehi_percentile,ehi_tier,ehi_tier_label,primary_driver,secondary_driver,limiting_factor,methodology_version,calculation_date,source_coverage_flag
1947371,sphinganine,115.37139407177352,67.37,67.37,160.41003467329406,83.44,83.44,44.26462730971244,29.31,29.31,13.237390183066617,4.33,4.33,27.401247531551086,56.79,56.79,53.26,2760,59.15,3,Operationally Relevant,Spend Intelligence,Utilization Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1986349,2-(perfluorohexyl)ethanol,68.06882449701483,28.92,28.92,34.06056645713952,7.38,7.38,52.29901887074992,37.24,37.24,103.48594139994921,72.9,72.9,3.8178367081820133,5.73,5.73,29.48,5129,6.9,4,Limited Enterprise Impact,Population Impact Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1986434,hexamethyldisilazane,96.5487802125976,53.76,53.76,207.19232087074263,93.55,93.55,100.70938381127038,76.04,76.04,65.7635111804581,48.72,48.72,30.84033155719558,62.07,62.07,68.24,1267,90.4,2,Strategically Important,Spend Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1986806,tetrapeptide-15,114.50447700974094,66.83,66.83,48.75300157780757,16.5,16.5,117.49297514898086,83.72,83.72,251.54932617712444,98.66,98.66,31.019382892088498,62.32,62.32,61.95,1892,80.17,2,Strategically Important,Population Impact Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1986868,perfluoromethyldecalin,69.52610017589858,30.26,30.26,146.50146471834998,78.74,78.74,110.34110285884216,80.76,80.76,18.106794581657976,7.57,7.57,27.656628457934286,57.18,57.18,51.77,2909,55.03,3,Operationally Relevant,Disease Burden Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1987137,margaric acid,119.23698230651725,69.98,69.98,73.10607168108717,34.77,34.77,13.798010176965011,3.07,3.07,65.63278973700626,48.63,48.63,11.483886304890074,23.72,23.72,39.97,4089,24.02,4,Limited Enterprise Impact,Utilization Intelligence,Population Impact Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1987477,isocetane,80.39246901317526,39.83,39.83,80.78118145927881,40.49,40.49,79.26610111488866,61.53,61.53,31.043591674653403,18.12,18.12,15.049397239582836,32.19,32.19,40.31,4055,24.88,4,Limited Enterprise Impact,Disease Burden Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1989395,tantalum carbide,87.059392418749,45.67,45.67,285.445884792805,98.69,98.69,32.239567713992585,17.37,17.37,14.46056842920446,5.14,5.14,5.452579402472852,9.27,9.27,43.55,3731,32.66,4,Limited Enterprise Impact,Spend Intelligence,Utilization Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1989495,titanium carbide,38.42365918600369,6.74,6.74,232.17190252210895,96.12,96.12,113.86004365481148,82.33,82.33,234.67592436078291,98.04,98.04,55.81512612016171,86.8,86.8,65.9,1499,87.04,2,Strategically Important,Population Impact Intelligence,Spend Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1992034,"limonene oxide, (+)-",64.44193244999663,25.69,25.69,65.85192700030768,29.05,29.05,60.45519777001595,45.46,45.46,104.42695135202115,73.36,73.36,25.265873093809613,53.13,53.13,40.38,4048,25.03,4,Limited Enterprise Impact,Population Impact Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1994363,nicotinuric acid,65.07742457909545,26.16,26.16,135.63342435958256,74.35,74.35,111.83129139370939,81.4,81.4,15.970342959781183,6.1,6.1,112.53749975448571,98.86,98.86,53.52,2734,59.87,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1995247,clopyralid triethanolamine,259.76771657158014,99.23,99.23,110.52610011679384,61.07,61.07,88.34327516464175,68.42,68.42,134.9459418366726,84.94,84.94,26.6477437208287,55.54,55.54,77.02,469,97.74,1,Enterprise Critical,Utilization Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1995248,clopyralid,57.26764278577002,19.5,19.5,63.14287955071682,26.78,26.78,66.47685539372587,50.98,50.98,69.99100659235049,52.01,52.01,13.589626383619018,28.89,28.89,33.43,4740,11.92,4,Limited Enterprise Impact,Population Impact Intelligence,Disease Burden Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1995484,butyrospermol,86.18499094192164,44.92,44.92,178.98638362416793,88.44,88.44,33.830712843482,18.91,18.91,48.72289420219857,34.2,34.2,3.588944263595116,5.21,5.21,45.02,3584,36.47,4,Limited Enterprise Impact,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1995489,vinyl chloride,57.92783286833908,20.08,20.08,107.5577349457484,59.17,59.17,144.0270732423985,91.3,91.3,16.513402456931296,6.47,6.47,25.75268167984113,53.99,53.99,45.45,3541,37.57,4,Limited Enterprise Impact,Disease Burden Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1996982,hexapeptide-11,80.50838956092875,39.93,39.93,159.25689552937365,83.06,83.06,107.2173363968231,79.27,79.27,18.351631508558373,7.78,7.78,11.848829763247771,24.66,24.66,52.23,2863,56.18,3,Operationally Relevant,Spend Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1998122,caprolactone,95.6305437836063,53.06,53.06,168.21565997746424,85.76,85.76,95.07506435394068,72.74,72.74,28.048004449575355,15.53,15.53,5.841558829698801,10.16,10.16,55.25,2561,64.38,3,Operationally Relevant,Spend Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1998719,Andrographis paniculata top extract,51.54808326380695,14.89,14.89,227.6302766925944,95.71,95.71,24.217874097505824,10.09,10.09,5.968037071771136,1.06,1.06,40.79659711241319,74.9,74.9,38.06,4280,19.94,4,Limited Enterprise Impact,Spend Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1999993,trimethylamine hydrochloride,138.0953100179305,79.93,79.93,140.43524774260584,76.41,76.41,54.201175395962764,39.24,39.24,72.18386078399752,53.72,53.72,15.36981943704742,33.0,33.0,62.29,1858,80.82,2,Strategically Important,Utilization Intelligence,Spend Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2001175,Houttuynia cordata top extract,53.01993578978712,16.06,16.06,18.289451279922403,1.59,1.59,79.64277114925125,61.83,61.83,71.83581112327734,53.45,53.45,77.28243521895712,94.76,94.76,35.07,4579,14.38,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2001495,monobutyl maleate,35.32805642688579,5.14,5.14,123.53207518091104,68.39,68.39,157.543324783105,93.68,93.68,111.19658928577161,76.39,76.39,88.22568871189462,96.69,96.69,58.5,2236,72.55,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2003328,Evivo,91.52109579530419,49.53,49.53,93.4139365111543,49.56,49.56,50.17829014597635,35.04,35.04,141.80381184164725,86.67,86.67,36.02935741385285,69.49,69.49,54.21,2665,61.75,3,Operationally Relevant,Population Impact Intelligence,Risk Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2043924,"cardiotoxin III, Naja naja atra",216.63866407745448,97.32,97.32,64.79761866334059,28.15,28.15,44.61024569216589,29.66,29.66,111.87488462329247,76.64,76.64,41.53206994359233,75.62,75.62,61.22,1964,78.7,2,Strategically Important,Utilization Intelligence,Population Impact Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2044370,suberic acid,29.058118342596366,2.92,2.92,128.40676760308685,70.98,70.98,40.30369557603923,25.24,25.24,145.93974317801607,87.74,87.74,40.3677350353353,74.38,74.38,44.27,3659,34.44,4,Limited Enterprise Impact,Population Impact Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2045461,decanoyl N-methylglucamide,41.57305893868528,8.5,8.5,35.6905695626223,8.29,8.29,57.18648192437275,42.16,42.16,79.29991985696867,58.98,58.98,7.007521608685062,12.96,12.96,23.2,5679,2.17,4,Limited Enterprise Impact,Population Impact Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2046122,thiodipropionic acid,132.61627918840492,77.26,77.26,83.36464594982456,42.42,42.42,28.071313566499107,13.43,13.43,19.333689775224254,8.5,8.5,6.514130986199911,11.71,11.71,38.92,4194,21.78,4,Limited Enterprise Impact,Utilization Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2047170,N-ethylurea,57.13579598024532,19.37,19.37,60.98415491434205,25.05,25.05,80.64328525399911,62.72,62.72,69.90364408184146,51.95,51.95,16.031228757062273,34.59,34.59,35.87,4499,15.7,4,Limited Enterprise Impact,Disease Burden Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2048119,Tinospora cordifolia whole extract,98.63191577896706,55.43,55.43,207.75668158819562,93.59,93.59,46.99973507250693,32.08,32.08,97.93970969892092,70.05,70.05,24.90362844517886,52.43,52.43,62.19,1868,80.65,2,Strategically Important,Spend Intelligence,Population Impact Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2048350,Ocimum tenuiflorum leaf oil,149.92837896013958,84.62,84.62,106.65367918850427,58.64,58.64,119.10202259803557,84.3,84.3,155.51043497602447,89.92,89.92,36.83186880980897,70.44,70.44,77.44,440,97.92,1,Enterprise Critical,Population Impact Intelligence,Utilization Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2048711,octyl acetate,128.20701006915175,75.0,75.0,74.59527437012999,35.89,35.89,134.11478457611042,88.93,88.93,96.19171604708113,69.14,69.14,37.236889690539094,70.97,70.97,66.73,1416,88.26,2,Strategically Important,Disease Burden Intelligence,Utilization Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2048724,perfluoromethylcyclopentane,95.19635411991403,52.67,52.67,94.06260416448109,50.04,50.04,90.14909909218794,69.62,69.62,87.18932764631865,64.06,64.06,19.531137026126682,42.18,42.18,56.06,2480,66.47,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2049335,erbium sulfate octahydrate,96.09697689665992,53.43,53.43,42.911334811213024,12.57,12.57,47.924113969237766,32.87,32.87,126.37358310340467,82.28,82.28,31.25472951053795,62.64,62.64,44.35,3651,34.65,4,Limited Enterprise Impact,Population Impact Intelligence,Risk Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2049547,matrine,95.0635142712884,52.57,52.57,134.90533558363578,74.0,74.0,23.932102762037523,9.79,9.79,184.20531108565092,94.48,94.48,33.40457394172377,65.85,65.85,56.99,2387,68.91,3,Operationally Relevant,Population Impact Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2049679,polybutester,103.71795547326481,59.37,59.37,52.77429424470536,19.29,19.29,151.71404807558474,92.74,92.74,115.00574424956865,77.91,77.91,5.880382273397621,10.26,10.26,53.89,2697,60.84,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2053443,Sambucus nigra flower oil,168.38984695429045,90.25,90.25,32.34114035336514,6.63,6.63,129.087086059419,87.42,87.42,93.0782626847301,67.32,67.32,50.284980133225616,83.39,83.39,64.65,1623,84.98,2,Strategically Important,Utilization Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2053486,"1-(3,5-bis(trifluoromethyl)phenyl)ethanol",46.738203047840905,11.6,11.6,128.28243815114695,70.94,70.94,98.06748133276027,74.58,74.58,20.6061220260289,9.44,9.44,26.98085829847176,56.08,56.08,43.16,3770,31.67,4,Limited Enterprise Impact,Disease Burden Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2059172,shikimic acid,42.997162540189066,9.36,9.36,221.95193216946967,95.18,95.18,157.97703868761087,93.75,93.75,166.44511867739396,91.99,91.99,56.101955261524196,86.98,86.98,67.85,1305,89.89,2,Strategically Important,Spend Intelligence,Disease Burden Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2099712,isobutylene,119.34542272875052,70.06,70.06,89.35773981320685,46.75,46.75,41.05245478848989,25.92,25.92,85.58751350924084,63.17,63.17,8.566013890694009,16.43,16.43,49.01,3185,47.36,3,Operationally Relevant,Utilization Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2101716,"alum, ammonium anhydrous",61.67507882080299,23.39,23.39,29.11066376777441,5.16,5.16,10.11417899312452,1.6,1.6,48.00304167486893,33.57,33.57,48.9627082150471,82.47,82.47,21.91,5775,1.63,4,Limited Enterprise Impact,Risk Intelligence,Population Impact Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2103241,northern quahog allergenic extract,37.108850313180746,6.02,6.02,227.08130933659578,95.66,95.66,75.20814144310843,58.5,58.5,129.87825002087487,83.37,83.37,15.863450504486735,34.19,34.19,53.35,2751,59.41,3,Operationally Relevant,Spend Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2105554,propranolol glycol,186.44454244697863,93.81,93.81,126.57098491975059,70.06,70.06,109.35829893458646,80.31,80.31,26.623887619790146,14.3,14.3,45.22666712958121,79.26,79.26,71.79,922,94.36,2,Strategically Important,Utilization Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2107302,"1,2,4-trihydroxybenzene",100.62374491774248,57.04,57.04,395.1464756195369,99.87,99.87,66.82656346039565,51.28,51.28,92.15122471375336,66.78,66.78,2.461445162524833,3.08,3.08,62.66,1821,81.54,2,Strategically Important,Spend Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2109231,2-acrylamido-2-methyl-1-propanesulfonic acid,197.51996185371314,95.42,95.42,64.48163127658333,27.96,27.96,65.43228150812514,50.06,50.06,24.540210511327576,12.62,12.62,19.617300270951418,42.33,42.33,51.75,2911,54.98,3,Operationally Relevant,Utilization Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2109241,adipate ion,126.82832514462663,74.16,74.16,69.9463061027765,32.29,32.29,77.48972347303211,60.15,60.15,115.34495788448896,78.04,78.04,60.49768715597426,89.23,89.23,62.98,1789,82.08,2,Strategically Important,Risk Intelligence,Population Impact Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2117853,"ABCB4 protein, human",76.5301924158961,36.4,36.4,214.30339308153006,94.43,94.43,23.508170738125166,9.45,9.45,44.04217509301151,29.89,29.89,6.4390385233337994,11.54,11.54,42.06,3880,28.81,4,Limited Enterprise Impact,Spend Intelligence,Utilization Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2118535,".alpha.-bisabolol, (-)-EPI-",90.12241483808378,48.39,48.39,134.5913333785599,73.88,73.88,46.095906523384485,31.11,31.11,67.96371007689865,50.54,50.54,10.43712241212052,21.2,21.2,48.91,3195,47.05,3,Operationally Relevant,Spend Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2118918,polyglyceryl-6 isostearate,144.56695192478685,82.55,82.55,121.64100005313797,67.36,67.36,146.94599717172218,91.87,91.87,123.33811597297117,81.18,81.18,50.111241617587254,83.28,83.28,80.48,244,98.97,1,Enterprise Critical,Disease Burden Intelligence,Risk Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2119367,geranial,36.40554255523108,5.63,5.63,89.02625947941256,46.47,46.47,135.57535539072947,89.32,89.32,135.97078642559228,85.26,85.26,5.143378141445406,8.61,8.61,44.82,3604,35.91,4,Limited Enterprise Impact,Disease Burden Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2120182,tetrachlorodibenzodioxin,148.9766467478463,84.28,84.28,236.3243319473799,96.46,96.46,28.299070234227848,13.67,13.67,59.57903202032823,43.6,43.6,12.103716238416082,25.32,25.32,61.2,1966,78.67,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2166047,myrcene,86.98141438499192,45.6,45.6,80.47074398140279,40.22,40.22,12.967173446018485,2.69,2.69,32.27240356170582,19.21,19.21,37.852034722851904,71.66,71.66,34.32,4652,13.3,4,Limited Enterprise Impact,Risk Intelligence,Utilization Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2167851,hexadecane,80.09255594074072,39.55,39.55,179.29525325543918,88.5,88.5,37.74338707423103,22.8,22.8,51.259328627686536,36.42,36.42,55.193872516284905,86.4,86.4,52.65,2821,57.35,3,Operationally Relevant,Spend Intelligence,Risk Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2174505,methyl glucose,243.204443168757,98.77,98.77,41.01928704785293,11.42,11.42,30.986506239123692,16.16,16.16,169.34634909229754,92.43,92.43,64.0567852857367,90.75,90.75,58.66,2220,72.93,3,Operationally Relevant,Utilization Intelligence,Population Impact Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2175690,lauryl acetate,169.2112328587718,90.45,90.45,33.28674846909936,7.07,7.07,100.08385463706293,75.68,75.68,144.07466132490188,87.25,87.25,3.9649600870663564,6.02,6.02,57.73,2313,70.65,3,Operationally Relevant,Utilization Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2178278,acid blue 25,55.973097186933494,18.43,18.43,160.64524825250743,83.53,83.53,41.34665414951705,26.21,26.21,9.742375688298457,2.53,2.53,33.734549804837414,66.35,66.35,38.67,4219,21.26,4,Limited Enterprise Impact,Spend Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2198978,"salsolinol hydrochloride, (+/-)-",105.08763853669869,60.37,60.37,30.63450730710951,5.79,5.79,220.08246368169875,98.9,98.9,119.26523412427302,79.63,79.63,20.383064711162795,43.94,43.94,55.68,2518,65.54,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2199635,dimethoxydiphenylsilane,51.55444661134051,14.9,14.9,172.08762350529986,86.75,86.75,50.028205697791975,34.92,34.92,82.7280702845865,61.29,61.29,31.53988254043672,63.08,63.08,48.64,3222,46.24,3,Operationally Relevant,Spend Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2200390,"farnesol, (2E,6Z)-",114.71215203691982,66.93,66.93,156.57395091325662,82.24,82.24,43.32143942749499,28.26,28.26,36.96639993805427,23.46,23.46,36.10626077470955,69.59,69.59,56.77,2409,68.37,3,Operationally Relevant,Spend Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
